Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),Dew Point (F),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F)
124,Panoche,San Joaquin Valley,1/26/2025,026,0.04,0.17,186,9.8,54.4,37.1,46.2,100,70,92,44.1,5.1,123.6,50
124,Panoche,San Joaquin Valley,1/27/2025,027,0.07,0,323,7.1,58.9,31.4,43.3,100,43,74,35.8,2.8,68.3,49.4
124,Panoche,San Joaquin Valley,1/28/2025,028,0.07,0,299,7.4,58.8,29,42.3,100,46,81,36.8,2.7,65.8,48.6
124,Panoche,San Joaquin Valley,1/29/2025,029,0.07,0,312,7.9,60.4,30,43.6,100,49,81,38.3,2.7,65.9,48.4
124,Panoche,San Joaquin Valley,1/30/2025,030,0.07,0,314,8.6,59.6,31.5,43.8,100,58,88,40.6,2.5,60.1,48.5
124,Panoche,San Joaquin Valley,1/31/2025,031,0.02,0.01,122,10.5,58.1,37.1,48.3,100,63,91,45.9,2.6,63.1,49
125,Arvin-Edison,San Joaquin Valley,1/1/2025,001,0.06,0,265,8.5,61.8,33.1,45.7,96,58,82,40.5,2.6,61.5,56.1
125,Arvin-Edison,San Joaquin Valley,1/2/2025,002,0.06,0,273,8.8,63.3,32.7,46.2,97,56,82,41.2,2.6,63.4,55.5
125,Arvin-Edison,San Joaquin Valley,1/3/2025,003,0.05,0.02,214,10.3,68.7,40.6,51.7,95,42,79,45.4,3.7,89.9,55.2
125,Arvin-Edison,San Joaquin Valley,1/4/2025,004,0.05,0,196,10.1,57,38.1,50.1,93,59,82,44.8,3.8,90.7,55.7
125,Arvin-Edison,San Joaquin Valley,1/5/2025,005,0.06,0,275,8.1,58.6,32.7,44.6,96,56,81,39.2,2.9,69.8,55.4
125,Arvin-Edison,San Joaquin Valley,1/6/2025,006,0.06,0,278,8.4,61.2,32,45.4,97,55,81,40,2.9,68.6,54.8
125,Arvin-Edison,San Joaquin Valley,1/7/2025,007,0.03,0,129,9.7,55.9,36.4,48.1,94,70,85,43.8,2.8,66.4,54.8
125,Arvin-Edison,San Joaquin Valley,1/8/2025,008,0.07,0,286,7.5,60,33,45.2,94,48,73,37,3.8,90,54.4
125,Arvin-Edison,San Joaquin Valley,1/9/2025,009,0.07,0,300,6.6,63.8,29.2,43.2,90,40,70,34,3,71.2,53.8
125,Arvin-Edison,San Joaquin Valley,1/10/2025,010,0.08,0,306,6.3,73.5,30.3,49,90,21,53,32.6,2.7,65.6,53.3
125,Arvin-Edison,San Joaquin Valley,1/11/2025,011,0.07,0,288,7.1,59,31.8,44.8,88,53,70,35.8,3.5,84.3,53.3
125,Arvin-Edison,San Joaquin Valley,1/12/2025,012,0.07,0,309,5.9,59.4,29.8,44.4,89,35,60,31.3,3.7,87.9,53
125,Arvin-Edison,San Joaquin Valley,1/13/2025,013,0.14,0,317,3.9,65.3,30.7,52.3,79,17,29,21,8.6,207,52.6
125,Arvin-Edison,San Joaquin Valley,1/14/2025,014,0.07,0,310,5.3,64.6,27.3,42.7,83,26,57,28.5,2.9,69.5,52.4
125,Arvin-Edison,San Joaquin Valley,1/15/2025,015,0.08,0,313,5.5,66.2,29.4,46.9,81,29,50,29.5,3.6,86.5,52
125,Arvin-Edison,San Joaquin Valley,1/16/2025,016,0.08,0,317,5.3,68.1,27.6,47.7,79,24,47,28.3,3.3,78.8,51.9
125,Arvin-Edison,San Joaquin Valley,1/17/2025,017,0.08,0,311,5.5,68.3,28.8,46.9,82,25,50,29.4,2.7,65.1,51.9
125,Arvin-Edison,San Joaquin Valley,1/18/2025,018,0.07,0,307,6.4,61,29.2,43.8,85,45,66,33.3,3,70.8,51.9
125,Arvin-Edison,San Joaquin Valley,1/19/2025,019,0.08,0,312,6.5,62,28.7,44.6,88,42,65,33.7,2.8,67.2,51.7
125,Arvin-Edison,San Joaquin Valley,1/20/2025,020,0.07,0,314,6.7,59.7,27.5,43.1,90,47,71,34.4,3,72.2,51.6
125,Arvin-Edison,San Joaquin Valley,1/21/2025,021,0.08,0,329,5.7,64.6,26,44.1,87,28,57,30.1,3,73.2,51.5
125,Arvin-Edison,San Joaquin Valley,1/22/2025,022,0.07,0,325,5.7,62,25.6,42.4,84,35,62,30.3,2.9,69.2,51.3
125,Arvin-Edison,San Joaquin Valley,1/23/2025,023,0.09,0,336,5.6,74.5,28.1,46.9,84,24,51,29.8,3,72.5,51.1
125,Arvin-Edison,San Joaquin Valley,1/24/2025,024,0.09,0,341,4.8,76.6,28.4,49.3,73,14,40,26,2.8,67.4,51.2
125,Arvin-Edison,San Joaquin Valley,1/25/2025,025,0.05,0,176,6,58.6,35.4,47.1,78,39,54,31.4,3.5,85,51.4
125,Arvin-Edison,San Joaquin Valley,1/26/2025,026,0.03,0.24,129,8.3,51.1,32.7,44,97,70,85,39.8,3.9,92.9,51.3
125,Arvin-Edison,San Joaquin Valley,1/27/2025,027,0.05,0.14,216,8.6,55.9,34,46.2,97,58,81,40.7,3,71.7,51.4
125,Arvin-Edison,San Joaquin Valley,1/28/2025,028,0.08,0,347,6.8,59.4,32.1,45.1,95,39,67,34.6,3.1,74.9,51.5
125,Arvin-Edison,San Joaquin Valley,1/29/2025,029,0.08,0,355,6.3,62.2,28.9,45.2,90,35,62,32.8,3,70.9,51.4
125,Arvin-Edison,San Joaquin Valley,1/30/2025,030,0.08,0,353,7.1,60.8,31.1,44.2,90,48,72,35.6,2.8,67.4,51.3
125,Arvin-Edison,San Joaquin Valley,1/31/2025,031,0.08,0,318,7.6,63.2,31.5,47.1,91,41,69,37.5,2.5,59.3,51.3
126,San Benito,Monterey Bay,1/1/2025,001,0.05,0,237,7.6,61.5,33.3,45.8,92,48,72,37.4,2.1,50.8,51.7
126,San Benito,Monterey Bay,1/2/2025,002,0.06,0,256,9.1,70.6,37.1,50.6,90,45,72,42,1.9,45.3,51.7
126,San Benito,Monterey Bay,1/3/2025,003,0.02,0.09,85,10.7,58.6,40.3,49.6,97,64,88,46.3,2.3,55,52.2
126,San Benito,Monterey Bay,1/4/2025,004,0.04,0.01,186,8.8,55.4,35,44.3,98,72,89,41.2,1.8,42.1,51.1
126,San Benito,Monterey Bay,1/5/2025,005,0.06,0,248,8.9,62.5,35.8,46.5,96,57,83,41.6,1.9,44.6,50.7
126,San Benito,Monterey Bay,1/6/2025,006,0.06,0,262,10.1,64.5,35.9,49,96,64,86,44.9,2.6,61.2,51
126,San Benito,Monterey Bay,1/7/2025,007,0.08,0,271,8.2,67.4,42,53.1,94,30,60,39.4,3.2,77.3,52.1
126,San Benito,Monterey Bay,1/8/2025,008,0.07,0,275,6.3,68.8,36.6,49.5,80,29,53,32.8,2.1,51.5,51.5
126,San Benito,Monterey Bay,1/9/2025,009,0.07,0,274,6.9,71.4,32.5,48.3,87,32,60,35.1,1.8,43.5,50.7
126,San Benito,Monterey Bay,1/10/2025,010,0.07,0,271,7,69.4,36.4,49,85,32,59,35.4,2.2,51.7,50.6
126,San Benito,Monterey Bay,1/11/2025,011,0.07,0,280,6.8,65.5,39.2,48.5,94,26,58,34.6,3.2,77,50.5
126,San Benito,Monterey Bay,1/12/2025,012,0.07,0,284,5,65.1,31.3,46,69,27,47,26.9,2.4,58,49.5
126,San Benito,Monterey Bay,1/13/2025,013,0.07,0,278,6,64.7,30.1,44.8,81,35,59,31.4,2,47.5,48.9
126,San Benito,Monterey Bay,1/14/2025,014,0.06,0,282,5.6,63.5,28.7,43.1,85,28,59,29.7,2,48,48.3
126,San Benito,Monterey Bay,1/15/2025,015,0.07,0,284,6.3,67.3,31.1,45.7,87,30,60,32.7,2,48.9,48.2
126,San Benito,Monterey Bay,1/16/2025,016,0.07,0,287,6.1,70,29.9,46.1,81,23,57,32,2.1,50.8,48.4
126,San Benito,Monterey Bay,1/17/2025,017,0.06,0,277,7.5,58.3,30.7,43.1,92,61,79,37.2,2.5,59.4,48.5
126,San Benito,Monterey Bay,1/18/2025,018,0.06,0,256,8.5,63,37.2,46.4,92,50,79,40.2,2.1,51.3,49.3
126,San Benito,Monterey Bay,1/19/2025,019,0.06,0,287,7.8,57.7,29.1,42.5,95,61,84,38.1,2.3,55.5,49
126,San Benito,Monterey Bay,1/20/2025,020,0.07,0,285,6.8,65.8,33.9,47.4,93,24,61,34.6,2.3,54.1,50.1
126,San Benito,Monterey Bay,1/21/2025,021,0.07,0,301,5.3,67.7,29.4,44.4,79,23,53,28.4,2.1,49.4,49.4
126,San Benito,Monterey Bay,1/22/2025,022,0.07,0,305,5.4,70.1,29,45.3,79,25,53,29.1,2.3,55.2,48.9
126,San Benito,Monterey Bay,1/23/2025,023,0.08,0,307,5.9,71.4,33.3,48.9,73,27,50,31.1,2.2,51.7,49.2
126,San Benito,Monterey Bay,1/24/2025,024,0.08,0,300,6.7,69,31.8,47.5,91,29,60,34.1,2.1,51.1,49.6
126,San Benito,Monterey Bay,1/25/2025,025,0.02,0,95,8.5,53.9,39.9,45.8,94,57,81,40.4,2.3,54.9,49.8
126,San Benito,Monterey Bay,1/26/2025,026,0.04,0,198,7.9,55.2,33.8,44.8,95,58,78,38.5,2.3,55.6,48.9
126,San Benito,Monterey Bay,1/27/2025,027,0.07,0,321,5.9,59.6,26.7,41.5,92,35,66,30.9,2.1,51.5,48.1
126,San Benito,Monterey Bay,1/28/2025,028,0.07,0,323,6.5,61.6,26.7,41.4,91,38,73,33.6,2.4,57.2,47.6
126,San Benito,Monterey Bay,1/29/2025,029,0.06,0,251,7.8,55.5,34.5,44.5,91,61,79,38.3,2.8,66.7,48.1
126,San Benito,Monterey Bay,1/30/2025,030,0.07,0,296,8.3,57.1,37.2,46.3,90,59,78,39.8,2.5,59.4,49.2
126,San Benito,Monterey Bay,1/31/2025,031,0.02,0.02,108,9.3,54.2,39.2,47,92,66,85,42.6,1.8,43.5,49.2
129,Pajaro,Monterey Bay,1/1/2025,001,0.06,0,246,8.3,63.2,34.4,47,93,44,76,39.7,2.7,64.7,61.8
129,Pajaro,Monterey Bay,1/2/2025,002,0.08,0,258,9.3,71.2,43.6,55.9,87,42,61,42.8,3.5,84.1,
129,Pajaro,Monterey Bay,1/3/2025,003,0.01,0.17,72,11.4,57.3,43.9,49.7,97,84,94,47.9,2.9,69.4,
129,Pajaro,Monterey Bay,1/4/2025,004,0.04,0.01,211,10,58.6,38.9,47.2,98,67,90,44.4,2.7,65.1,61.6
129,Pajaro,Monterey Bay,1/5/2025,005,0.06,0,275,9.6,65.1,37.8,49.5,96,49,79,43.4,3,71.1,
129,Pajaro,Monterey Bay,1/6/2025,006,0.06,0,261,10.5,62.1,41.1,50.4,97,64,84,45.8,3,73.1,
129,Pajaro,Monterey Bay,1/7/2025,007,0.1,0,277,7,68.2,41.8,56.7,98,24,45,35.5,4.1,97.5,
129,Pajaro,Monterey Bay,1/8/2025,008,0.08,0,286,6.6,68.9,37.6,51.4,87,27,51,34.1,3,72.6,64.6
129,Pajaro,Monterey Bay,1/9/2025,009,0.08,0,285,7.5,69.5,36.4,50.1,90,33,61,37.1,3.2,77.8,57.3
129,Pajaro,Monterey Bay,1/10/2025,010,0.08,0,282,7.2,67.9,35.2,49.3,90,26,60,36,2.8,67.3,56.3
129,Pajaro,Monterey Bay,1/11/2025,011,0.08,0,294,6.6,67.2,38.1,52.8,92,20,48,33.7,3.7,89.8,55.1
129,Pajaro,Monterey Bay,1/12/2025,012,0.08,0,296,6,63.5,32.6,48.6,90,25,52,31.7,3.1,74.7,53.5
129,Pajaro,Monterey Bay,1/13/2025,013,0.08,0,291,6.5,63.5,32.6,48.1,90,31,56,33.4,3.5,83.5,50.9
129,Pajaro,Monterey Bay,1/14/2025,014,0.07,0,296,6.6,66.5,32.3,45.7,88,28,63,33.7,2.8,66.2,50.2
129,Pajaro,Monterey Bay,1/15/2025,015,0.08,0,298,6.5,66.1,33.1,46.5,90,27,60,33.5,3,71.4,49.9
129,Pajaro,Monterey Bay,1/16/2025,016,0.08,0,303,7,72.7,32.6,47.6,92,20,62,35.5,3.3,80,50.1
129,Pajaro,Monterey Bay,1/17/2025,017,0.05,0,219,8,55.6,32.7,43,94,66,85,38.9,2.7,64.4,50.1
129,Pajaro,Monterey Bay,1/18/2025,018,0.06,0,272,8.9,59.2,36.2,46.7,94,61,82,41.5,2.6,63.5,51.2
129,Pajaro,Monterey Bay,1/19/2025,019,0.02,0,122,9.1,52.8,40.2,45.3,97,77,88,42,3.3,78.1,50.8
129,Pajaro,Monterey Bay,1/20/2025,020,0.08,0,316,7,67.3,31.9,47.4,95,23,63,35.5,3.9,92.9,50.4
129,Pajaro,Monterey Bay,1/21/2025,021,0.08,0,312,6.1,70.4,33.2,47.4,85,25,55,31.9,3.6,87.5,49.9
129,Pajaro,Monterey Bay,1/22/2025,022,0.09,0,316,5.9,69.4,35.2,53,75,26,43,31.3,4,96.6,49.9
129,Pajaro,Monterey Bay,1/23/2025,023,0.1,0,320,6.1,75.1,38.1,53.7,84,19,43,31.9,3.6,85.2,51
129,Pajaro,Monterey Bay,1/24/2025,024,0.08,0,305,8.1,65.2,31.9,48,91,37,71,39.1,3.1,75,50.8
129,Pajaro,Monterey Bay,1/25/2025,025,0.03,0.02,111,9.4,53.3,43.5,49.3,88,66,79,43,4.5,108.9,51.8
129,Pajaro,Monterey Bay,1/26/2025,026,0.06,0,247,7.7,58.2,33,46.5,89,48,71,37.7,3.9,93.4,50.8
129,Pajaro,Monterey Bay,1/27/2025,027,0.08,0,330,6.3,59.3,28.2,42.1,90,37,69,32.8,3,71.2,49.5
129,Pajaro,Monterey Bay,1/28/2025,028,0.07,0,329,7.7,56,27.8,43,93,48,81,37.7,3.1,74.3,48.9
129,Pajaro,Monterey Bay,1/29/2025,029,0.04,0,168,8.9,55.6,40,47.2,91,62,81,41.6,2.7,63.7,50.5
129,Pajaro,Monterey Bay,1/30/2025,030,0.04,0,191,8.3,55.3,36.4,46.7,92,58,77,39.8,2.9,68.5,51.1
129,Pajaro,Monterey Bay,1/31/2025,031,0.02,0.02,104,9.7,54.9,41.7,48.4,93,65,84,43.8,2.3,54.4,50.8
131,Fair Oaks,Sacramento Valley,1/1/2025,001,0.01,0,77,9.6,53.4,38.8,47.7,96,74,85,43.5,1.8,42.7,50.2
131,Fair Oaks,Sacramento Valley,1/2/2025,002,0.05,0,208,10.1,62.6,43.1,50.5,96,56,81,44.9,2.4,56.7,51.5
131,Fair Oaks,Sacramento Valley,1/3/2025,003,0,0.65,44,11,56.7,44.3,49.3,98,85,92,47.1,2.6,63.6,51.2
131,Fair Oaks,Sacramento Valley,1/4/2025,004,0.05,0,209,9.3,59.3,38.1,47.5,99,58,83,42.7,1.9,45,50.1
131,Fair Oaks,Sacramento Valley,1/5/2025,005,0.05,0,225,9,61.6,36.9,46.9,99,55,82,41.7,1.7,41.3,49.7
131,Fair Oaks,Sacramento Valley,1/6/2025,006,0.05,0,231,9.7,60.2,38.3,49.1,98,63,82,43.8,2.9,69.4,49.5
131,Fair Oaks,Sacramento Valley,1/7/2025,007,0.1,0,240,6.7,66.6,45.1,55.3,69,27,45,34.4,7,167,49.6
131,Fair Oaks,Sacramento Valley,1/8/2025,008,0.06,0,240,8,61.6,37.5,49.6,94,29,66,38.8,2.8,67.3,49.2
131,Fair Oaks,Sacramento Valley,1/9/2025,009,0.06,0,250,8.7,65.7,33.3,48.7,98,47,75,41,2.4,57.7,48.8
131,Fair Oaks,Sacramento Valley,1/10/2025,010,0.06,0,240,8.3,64.8,38.3,50.4,91,39,66,39.6,2.2,53.7,49
131,Fair Oaks,Sacramento Valley,1/11/2025,011,0.11,0,260,6.1,63.3,40.7,50.6,89,27,48,32,7.8,186.5,48.3
131,Fair Oaks,Sacramento Valley,1/12/2025,012,0.07,0,258,5.7,63.2,39,48.5,70,30,49,30.3,3.4,82.3,47.4
131,Fair Oaks,Sacramento Valley,1/13/2025,013,0.07,0,252,6,61.6,36,47.1,78,31,54,31.5,3.3,80.2,47.3
131,Fair Oaks,Sacramento Valley,1/14/2025,014,0.06,0,256,6.4,61.8,33.7,46.1,90,38,61,33.3,1.8,42.3,46.9
131,Fair Oaks,Sacramento Valley,1/15/2025,015,0.07,0,261,6.8,66.1,33,47.7,93,30,61,34.7,1.9,45.8,47
131,Fair Oaks,Sacramento Valley,1/16/2025,016,0.06,0,262,7,65.9,34.1,48.1,88,34,61,35.3,1.8,43.8,47.1
131,Fair Oaks,Sacramento Valley,1/17/2025,017,0.06,0,258,7.4,59,35.2,45.7,95,52,71,36.9,2.1,49.8,47.1
131,Fair Oaks,Sacramento Valley,1/18/2025,018,0.06,0,266,7.4,58.1,31.4,42.9,97,52,79,36.8,1.9,44.7,46.6
131,Fair Oaks,Sacramento Valley,1/19/2025,019,0.06,0,266,7.5,58.2,34.1,44.3,96,51,76,37.2,2,47.6,46.3
131,Fair Oaks,Sacramento Valley,1/20/2025,020,0.09,0,286,5.6,62.6,28.9,45.2,97,24,55,30,3.8,91.8,45.6
131,Fair Oaks,Sacramento Valley,1/21/2025,021,0.07,0,275,6.7,63.3,32,46.9,91,41,61,34.3,2.1,49.6,45.7
131,Fair Oaks,Sacramento Valley,1/22/2025,022,0.06,0,279,6.7,63.9,29.8,44.1,95,40,68,34.2,1.7,41.3,45.8
131,Fair Oaks,Sacramento Valley,1/23/2025,023,0.07,0.06,281,7.5,67.7,33.2,48.8,91,36,64,37.3,1.7,40.1,46.5
131,Fair Oaks,Sacramento Valley,1/24/2025,024,0.06,0,252,7.2,64.5,35.9,48.3,85,38,62,36.1,1.9,46.4,47.2
131,Fair Oaks,Sacramento Valley,1/25/2025,025,0.05,0,245,7.4,54.5,32.7,44.4,92,56,74,36.6,2.5,59.3,47.2
131,Fair Oaks,Sacramento Valley,1/26/2025,026,0.07,0,272,5.6,58.2,32.5,44.6,95,28,56,30,3.3,78.3,47
131,Fair Oaks,Sacramento Valley,1/27/2025,027,0.07,0,292,5.5,57.8,27.8,43.2,83,37,58,29.3,2,48.4,45.8
131,Fair Oaks,Sacramento Valley,1/28/2025,028,0.07,0,294,6.4,59.9,31,44.4,90,39,64,33.1,1.8,42.5,46
131,Fair Oaks,Sacramento Valley,1/29/2025,029,0.07,0,291,7.1,58.9,32.6,44.2,94,47,72,35.9,1.9,46.1,46.2
131,Fair Oaks,Sacramento Valley,1/30/2025,030,0.06,0,286,7.8,57.1,33.1,44.3,93,57,78,38.1,2.1,50.9,46.6
131,Fair Oaks,Sacramento Valley,1/31/2025,031,0,0.33,38,9.4,51,39.3,45.8,93,85,90,42.9,2.9,70.7,46.9
135,Blythe NE,Imperial/Coachella Valley,1/1/2025,001,,0,296,6,71.3,37.8,52.5,71,21,44,31.4,4.2,100.9,54.7
135,Blythe NE,Imperial/Coachella Valley,1/2/2025,002,,0,299,5.8,73.7,38,52.3,72,20,43,30.8,4.8,114.2,54.4
135,Blythe NE,Imperial/Coachella Valley,1/3/2025,003,,0,262,6.1,72.1,38.9,53.5,66,22,44,32,3.2,77,54.3
135,Blythe NE,Imperial/Coachella Valley,1/4/2025,004,,0,275,5.7,73.5,38.3,55.6,71,23,38,30.4,4.9,117.1,54.7
135,Blythe NE,Imperial/Coachella Valley,1/5/2025,005,,0,282,4.9,73.1,39.8,54.7,52,17,34,26.7,3.8,90.8,54.8
135,Blythe NE,Imperial/Coachella Valley,1/6/2025,006,,0,300,5.6,70.4,37.9,53,65,22,41,29.8,4,96.5,54.7
135,Blythe NE,Imperial/Coachella Valley,1/7/2025,007,,0,266,5.2,71.4,40.1,57.3,68,21,32,27.9,12.7,305.7,54.5
135,Blythe NE,Imperial/Coachella Valley,1/8/2025,008,,0,293,4.4,69.5,40,59.6,46,18,25,23.8,13.4,322.7,56.5
135,Blythe NE,Imperial/Coachella Valley,1/9/2025,009,,0,309,3.7,68.2,34.5,57.4,54,16,23,20,14.1,337.8,55.6
135,Blythe NE,Imperial/Coachella Valley,1/10/2025,010,,0,315,4,65.8,39.2,53.7,53,17,28,21.8,6.8,164.1,56.1
135,Blythe NE,Imperial/Coachella Valley,1/11/2025,011,,0,315,3.5,70.4,31.6,51.9,65,13,26,18.3,7.4,176.7,54.4
135,Blythe NE,Imperial/Coachella Valley,1/12/2025,012,,0,319,3.4,65,38.2,56.6,31,16,22,18.1,10.5,251.6,55.2
135,Blythe NE,Imperial/Coachella Valley,1/13/2025,013,,0,319,3.5,64,34.4,49.7,46,17,29,18.6,6.6,158.7,54.4
135,Blythe NE,Imperial/Coachella Valley,1/14/2025,014,,0,323,3.6,64.6,35,48.4,51,16,31,19.1,6.2,149.2,53.2
135,Blythe NE,Imperial/Coachella Valley,1/15/2025,015,,0,325,3.6,69.3,33.3,50.3,53,14,29,19.3,6.6,159.5,52.4
135,Blythe NE,Imperial/Coachella Valley,1/16/2025,016,,0,273,4,71.5,40.6,53.8,45,14,28,21.9,5,119.5,52.7
135,Blythe NE,Imperial/Coachella Valley,1/17/2025,017,,0,324,4.8,69.8,36.5,51.4,62,19,37,26.1,3.7,87.7,53.5
135,Blythe NE,Imperial/Coachella Valley,1/18/2025,018,,0,329,4.8,70.6,33.8,51.2,72,20,38,26.2,3.4,82.5,53.2
135,Blythe NE,Imperial/Coachella Valley,1/19/2025,019,,0,335,3.4,65.9,35.1,48.9,51,13,29,17.8,5.9,140.9,52.9
135,Blythe NE,Imperial/Coachella Valley,1/20/2025,020,,0,339,2.5,63.6,34.3,50.8,47,13,20,11,13.1,313.5,52.2
135,Blythe NE,Imperial/Coachella Valley,1/21/2025,021,,0,341,2.1,60.3,32.4,46.9,48,10,19,6.7,7.4,178.6,52.3
135,Blythe NE,Imperial/Coachella Valley,1/22/2025,022,,0,305,2.1,68.5,32.7,51.2,37,8,16,7.1,6.5,155.5,51.3
135,Blythe NE,Imperial/Coachella Valley,1/23/2025,023,,0,355,2.1,67,39.5,53.5,26,9,15,7.5,10.3,248,52.4
135,Blythe NE,Imperial/Coachella Valley,1/24/2025,024,,0,351,2.7,65.6,31.9,46.9,63,9,24,12.6,6,143.1,51.8
135,Blythe NE,Imperial/Coachella Valley,1/25/2025,025,,0,211,3.1,63.5,30.4,43.7,58,14,32,16.2,3.2,77.7,50.7
135,Blythe NE,Imperial/Coachella Valley,1/26/2025,026,,0,330,7,67,34.6,51.6,78,38,54,35.5,3.6,85.9,50.9
135,Blythe NE,Imperial/Coachella Valley,1/27/2025,027,,0,294,8.6,63.8,36.5,51.9,88,41,65,40.5,5.2,123.8,53.3
135,Blythe NE,Imperial/Coachella Valley,1/28/2025,028,,0,343,7,63.9,31,47.1,94,37,64,35.4,3.2,76.2,52.8
135,Blythe NE,Imperial/Coachella Valley,1/29/2025,029,,0,339,6.5,67.3,35.9,49.7,78,25,53,33.4,2.8,67.9,53.2
135,Blythe NE,Imperial/Coachella Valley,1/30/2025,030,,0,352,6.6,69,33.9,49.6,77,26,54,33.8,3.2,76.2,53
135,Blythe NE,Imperial/Coachella Valley,1/31/2025,031,,0,336,6.7,70.5,34.9,51.1,77,27,53,34.4,3.9,93.4,53.2
136,Oasis,Imperial/Coachella Valley,1/1/2025,001,,0,291,7.7,73.9,45.2,57.8,63,28,47,37.9,4,95.7,56.4
136,Oasis,Imperial/Coachella Valley,1/2/2025,002,,0,295,7,73.4,41.7,57.5,63,27,43,35.4,3.5,82.9,55.9
136,Oasis,Imperial/Coachella Valley,1/3/2025,003,,0.02,269,6.7,75.5,45.7,57.7,57,24,41,34.1,3.5,83.4,55.8
136,Oasis,Imperial/Coachella Valley,1/4/2025,004,,0,283,5.7,76.1,44.4,59.5,50,19,33,30.3,4.8,114.4,54.2
136,Oasis,Imperial/Coachella Valley,1/5/2025,005,,0,289,5.6,74.5,45.3,59.8,49,21,32,29.8,4,96.9,54.4
136,Oasis,Imperial/Coachella Valley,1/6/2025,006,,0,298,6.6,72.7,41,58,58,22,40,34.1,3.6,86.9,54.9
136,Oasis,Imperial/Coachella Valley,1/7/2025,007,,0,197,6.2,68,48.7,62.5,48,19,32,32.5,12,287.5,55.9
136,Oasis,Imperial/Coachella Valley,1/8/2025,008,,0,295,4.2,70.4,50.7,63.3,24,17,21,22.8,10.6,254.9,58.1
136,Oasis,Imperial/Coachella Valley,1/9/2025,009,,0,306,3.7,74.8,40,61.5,40,13,20,20.1,8,191.3,57.1
136,Oasis,Imperial/Coachella Valley,1/10/2025,010,,0,313,4.5,70.7,40,56.4,65,13,29,24.6,4,97.1,56.5
136,Oasis,Imperial/Coachella Valley,1/11/2025,011,,0,305,4.4,72.5,37.3,56.4,47,16,28,23.9,5.1,123.5,54.8
136,Oasis,Imperial/Coachella Valley,1/12/2025,012,,0,315,3.5,66.8,46.2,57.1,30,16,22,18.9,8,193,55.3
136,Oasis,Imperial/Coachella Valley,1/13/2025,013,,0,312,3.5,64.9,43.4,54.7,35,17,24,18.7,8.3,200.1,54.6
136,Oasis,Imperial/Coachella Valley,1/14/2025,014,,0.09,317,3.6,67.1,43.4,55.5,33,15,24,19,6.3,150.4,53.9
136,Oasis,Imperial/Coachella Valley,1/15/2025,015,,0,319,4,71.8,41.3,57.3,36,14,25,21.5,5.6,134.7,52.9
136,Oasis,Imperial/Coachella Valley,1/16/2025,016,,0,214,4.9,72.3,42.4,57,41,16,31,26.4,3.9,94.6,53.7
136,Oasis,Imperial/Coachella Valley,1/17/2025,017,,0,313,5.9,70.3,40.1,55.6,63,24,39,31.2,3.8,90.4,54.1
136,Oasis,Imperial/Coachella Valley,1/18/2025,018,,0,313,8,65.3,39,53,69,44,59,38.9,4,96,53.9
136,Oasis,Imperial/Coachella Valley,1/19/2025,019,,0,321,5.6,67.5,40.7,52.9,65,22,41,30,3.9,93.4,52.7
136,Oasis,Imperial/Coachella Valley,1/20/2025,020,,0.03,326,4.8,69.1,40.6,55.5,78,14,32,25.9,7.9,190.7,52.6
136,Oasis,Imperial/Coachella Valley,1/21/2025,021,,0,335,3.2,65.3,34.8,50.1,43,11,26,16.7,4.8,114.9,51.8
136,Oasis,Imperial/Coachella Valley,1/22/2025,022,,0,331,3.5,73.4,35.9,54.4,41,13,24,18.7,3.8,91.9,49.7
136,Oasis,Imperial/Coachella Valley,1/23/2025,023,,0,347,2.5,72.9,45,59.1,23,8,14,10.8,6.1,145.8,50.8
136,Oasis,Imperial/Coachella Valley,1/24/2025,024,,0,333,2.9,65.6,32.3,51.2,38,12,23,14.4,3.7,88.5,50.7
136,Oasis,Imperial/Coachella Valley,1/25/2025,025,,0,303,5.1,63.6,39,50.2,64,17,41,27.5,3.3,78.8,50.4
136,Oasis,Imperial/Coachella Valley,1/26/2025,026,,0.02,121,9.2,63.3,43.3,54.1,81,50,64,42.3,4.2,101.4,50.7
136,Oasis,Imperial/Coachella Valley,1/27/2025,027,,0.02,213,8.4,62.4,41.8,51.4,87,45,65,40.1,4.5,108.8,51.6
136,Oasis,Imperial/Coachella Valley,1/28/2025,028,,0,307,7.3,66.4,37.8,52.1,74,29,55,36.6,3.8,90.1,50.6
136,Oasis,Imperial/Coachella Valley,1/29/2025,029,,0,343,7.4,69,39.9,53.9,70,29,52,36.9,3.5,84.2,51.7
136,Oasis,Imperial/Coachella Valley,1/30/2025,030,,0,347,8,66.5,41.6,52.8,73,42,59,38.9,3.9,94.1,52.3
136,Oasis,Imperial/Coachella Valley,1/31/2025,031,,0,322,8.2,68.7,38.8,54,76,38,57,39.3,3.1,74.6,52.8
139,Winters,Sacramento Valley,1/1/2025,001,0.01,0.01,64,8.7,50.5,35.4,44.8,94,71,86,40.8,1.6,39.3,50.6
139,Winters,Sacramento Valley,1/2/2025,002,0.04,0,184,9.8,60.4,41.6,49.8,96,63,80,44,2.1,51,50.7
